"supplier_id","supplier_name","country","latitude","longitude","supply_date","bulan","tanggal","total_supplied_value"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-12 00:00:00+00","2","12","1299495"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-13 00:00:00+00","2","13","1483650"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-14 00:00:00+00","2","14","1376435"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-15 00:00:00+00","2","15","1749250"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-16 00:00:00+00","2","16","1015015"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-17 00:00:00+00","2","17","1597170"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-18 00:00:00+00","2","18","1456730"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-19 00:00:00+00","2","19","1436710"
"37","Moon-Rogers ","Denmark","55.670249","10.3333283","2023-02-20 00:00:00+00","2","20","662615"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-01 00:00:00+00","2","1","1037150"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-02 00:00:00+00","2","2","1310830"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-03 00:00:00+00","2","3","1186670"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-04 00:00:00+00","2","4","1448550"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-05 00:00:00+00","2","5","1616445"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-06 00:00:00+00","2","6","950375"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-07 00:00:00+00","2","7","1104465"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-08 00:00:00+00","2","8","1322920"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-09 00:00:00+00","2","9","1651660"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-10 00:00:00+00","2","10","1316465"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-11 00:00:00+00","2","11","1147770"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-12 00:00:00+00","2","12","1452250"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-13 00:00:00+00","2","13","1712945"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-14 00:00:00+00","2","14","1688750"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-15 00:00:00+00","2","15","1489300"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-16 00:00:00+00","2","16","1252255"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-17 00:00:00+00","2","17","1261265"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-18 00:00:00+00","2","18","1365400"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-19 00:00:00+00","2","19","1534190"
"38","Steele-Carlson ","Georgia","32.3293809","-83.1137366","2023-02-20 00:00:00+00","2","20","483845"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-01 00:00:00+00","2","1","638360"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-02 00:00:00+00","2","2","723985"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-03 00:00:00+00","2","3","661225"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-04 00:00:00+00","2","4","723790"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-05 00:00:00+00","2","5","734205"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-06 00:00:00+00","2","6","767150"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-07 00:00:00+00","2","7","762950"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-08 00:00:00+00","2","8","802620"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-09 00:00:00+00","2","9","761300"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-10 00:00:00+00","2","10","752360"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-11 00:00:00+00","2","11","714000"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-12 00:00:00+00","2","12","741610"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-13 00:00:00+00","2","13","736955"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-14 00:00:00+00","2","14","726920"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-15 00:00:00+00","2","15","687170"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-16 00:00:00+00","2","16","729450"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-17 00:00:00+00","2","17","804840"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-18 00:00:00+00","2","18","763740"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-19 00:00:00+00","2","19","626095"
"39","Gomez, Gordon and Fox ","Germany","51.0834196","10.4234469","2023-02-20 00:00:00+00","2","20","214215"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-01 00:00:00+00","2","1","763450"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-02 00:00:00+00","2","2","1406375"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-03 00:00:00+00","2","3","1505590"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-04 00:00:00+00","2","4","1984625"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-05 00:00:00+00","2","5","1558995"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-06 00:00:00+00","2","6","1549610"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-07 00:00:00+00","2","7","1655005"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-08 00:00:00+00","2","8","1173475"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-09 00:00:00+00","2","9","1623065"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-10 00:00:00+00","2","10","1501255"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-11 00:00:00+00","2","11","1534105"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-12 00:00:00+00","2","12","2321530"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-13 00:00:00+00","2","13","1955025"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-14 00:00:00+00","2","14","1463510"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-15 00:00:00+00","2","15","1523415"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-16 00:00:00+00","2","16","1359510"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-17 00:00:00+00","2","17","1351525"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-18 00:00:00+00","2","18","1292200"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-19 00:00:00+00","2","19","1240665"
"40","Davis-Lopez ","Ghana","8.0300284","-1.0800271","2023-02-20 00:00:00+00","2","20","389655"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-01 00:00:00+00","2","1","1090690"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-02 00:00:00+00","2","2","1115940"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-03 00:00:00+00","2","3","1629075"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-04 00:00:00+00","2","4","1497090"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-05 00:00:00+00","2","5","1505995"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-06 00:00:00+00","2","6","1177540"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-07 00:00:00+00","2","7","1459910"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-08 00:00:00+00","2","8","1238405"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-09 00:00:00+00","2","9","2166815"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-10 00:00:00+00","2","10","1103495"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-11 00:00:00+00","2","11","1518160"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-12 00:00:00+00","2","12","2035505"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-13 00:00:00+00","2","13","1309640"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-14 00:00:00+00","2","14","1044210"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-15 00:00:00+00","2","15","1097955"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-16 00:00:00+00","2","16","1688080"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-17 00:00:00+00","2","17","920680"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-18 00:00:00+00","2","18","1264385"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-19 00:00:00+00","2","19","1719710"
"41","Williams, Murray and Chapman ","India","22.3511148","78.6677428","2023-02-20 00:00:00+00","2","20","497465"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-01 00:00:00+00","2","1","522570"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-02 00:00:00+00","2","2","676065"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-03 00:00:00+00","2","3","750945"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-04 00:00:00+00","2","4","713215"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-05 00:00:00+00","2","5","734785"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-06 00:00:00+00","2","6","709960"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-07 00:00:00+00","2","7","624980"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-08 00:00:00+00","2","8","607635"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-09 00:00:00+00","2","9","696255"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-10 00:00:00+00","2","10","704565"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-11 00:00:00+00","2","11","794025"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-12 00:00:00+00","2","12","742760"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-13 00:00:00+00","2","13","836295"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-14 00:00:00+00","2","14","771625"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-15 00:00:00+00","2","15","698125"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-16 00:00:00+00","2","16","764050"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-17 00:00:00+00","2","17","711725"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-18 00:00:00+00","2","18","728030"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-19 00:00:00+00","2","19","652830"
"42","Stevenson, Velez and Caldwell ","Indonesia","-2.4833826","117.8902853","2023-02-20 00:00:00+00","2","20","194395"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-01 00:00:00+00","2","1","863805"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-02 00:00:00+00","2","2","1042595"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-03 00:00:00+00","2","3","847495"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-04 00:00:00+00","2","4","1446485"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-05 00:00:00+00","2","5","1632745"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-06 00:00:00+00","2","6","1038555"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-07 00:00:00+00","2","7","1374745"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-08 00:00:00+00","2","8","1282110"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-09 00:00:00+00","2","9","1176785"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-10 00:00:00+00","2","10","1523015"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-11 00:00:00+00","2","11","1257795"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-12 00:00:00+00","2","12","1192815"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-13 00:00:00+00","2","13","1435270"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-14 00:00:00+00","2","14","949030"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-15 00:00:00+00","2","15","1196860"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-16 00:00:00+00","2","16","966020"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-17 00:00:00+00","2","17","1095355"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-18 00:00:00+00","2","18","1307970"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-19 00:00:00+00","2","19","1143200"
"43","Campbell, Richardson and Petersen ","Philippines","12.7503486","122.7312101","2023-02-20 00:00:00+00","2","20","179190"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-01 00:00:00+00","2","1","1436590"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-02 00:00:00+00","2","2","1482665"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-03 00:00:00+00","2","3","1530565"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-04 00:00:00+00","2","4","1554025"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-05 00:00:00+00","2","5","1943760"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-06 00:00:00+00","2","6","1356320"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-07 00:00:00+00","2","7","1868265"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-08 00:00:00+00","2","8","1644400"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-09 00:00:00+00","2","9","1512940"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-10 00:00:00+00","2","10","2021250"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-11 00:00:00+00","2","11","1317765"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-12 00:00:00+00","2","12","1796110"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-13 00:00:00+00","2","13","2051620"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-14 00:00:00+00","2","14","1919650"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-15 00:00:00+00","2","15","1723955"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-16 00:00:00+00","2","16","1905920"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-17 00:00:00+00","2","17","1876005"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-18 00:00:00+00","2","18","1491435"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-19 00:00:00+00","2","19","1328055"
"44","Riley and Sons ","Poland","52.215933","19.134422","2023-02-20 00:00:00+00","2","20","594970"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-01 00:00:00+00","2","1","1475855"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-02 00:00:00+00","2","2","2122005"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-03 00:00:00+00","2","3","2232785"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-04 00:00:00+00","2","4","2206410"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-05 00:00:00+00","2","5","2692470"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-06 00:00:00+00","2","6","2707070"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-07 00:00:00+00","2","7","1986240"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-08 00:00:00+00","2","8","2619195"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-09 00:00:00+00","2","9","2263660"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-10 00:00:00+00","2","10","2536195"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-11 00:00:00+00","2","11","2032880"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-12 00:00:00+00","2","12","1663160"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-13 00:00:00+00","2","13","2553065"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-14 00:00:00+00","2","14","2513000"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-15 00:00:00+00","2","15","2453130"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-16 00:00:00+00","2","16","2579820"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-17 00:00:00+00","2","17","2202200"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-18 00:00:00+00","2","18","2050380"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-19 00:00:00+00","2","19","2737085"
"45","Warner Ltd ","Portugal","40.0332629","-7.8896263","2023-02-20 00:00:00+00","2","20","446225"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-01 00:00:00+00","2","1","2489120"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-02 00:00:00+00","2","2","3460880"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-03 00:00:00+00","2","3","3167240"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-04 00:00:00+00","2","4","3053115"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-05 00:00:00+00","2","5","3068190"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-06 00:00:00+00","2","6","3906340"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-07 00:00:00+00","2","7","3867465"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-08 00:00:00+00","2","8","3687835"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-09 00:00:00+00","2","9","3289720"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-10 00:00:00+00","2","10","2993405"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-11 00:00:00+00","2","11","3444790"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-12 00:00:00+00","2","12","3577600"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-13 00:00:00+00","2","13","3122940"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-14 00:00:00+00","2","14","3548765"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-15 00:00:00+00","2","15","3841370"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-16 00:00:00+00","2","16","3433230"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-17 00:00:00+00","2","17","3989405"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-18 00:00:00+00","2","18","4065710"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-19 00:00:00+00","2","19","2742295"
"46","King-Anderson ","Taiwan*","23.9739374","120.9820179","2023-02-20 00:00:00+00","2","20","1246380"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-01 00:00:00+00","2","1","1196115"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-02 00:00:00+00","2","2","2240785"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-03 00:00:00+00","2","3","1334755"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-04 00:00:00+00","2","4","1798765"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-05 00:00:00+00","2","5","2166460"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-06 00:00:00+00","2","6","2349600"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-07 00:00:00+00","2","7","1433475"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-08 00:00:00+00","2","8","1782815"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-09 00:00:00+00","2","9","1550570"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-10 00:00:00+00","2","10","1666985"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-11 00:00:00+00","2","11","1356670"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-12 00:00:00+00","2","12","2157340"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-13 00:00:00+00","2","13","1344905"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-14 00:00:00+00","2","14","1754265"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-15 00:00:00+00","2","15","2044945"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-16 00:00:00+00","2","16","1940980"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-17 00:00:00+00","2","17","2001755"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-18 00:00:00+00","2","18","2130615"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-19 00:00:00+00","2","19","1478435"
"47","Sullivan, Hernandez and Reynolds ","Tanzania","-6.5247123","35.7878438","2023-02-20 00:00:00+00","2","20","703250"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-01 00:00:00+00","2","1","938380"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-02 00:00:00+00","2","2","1429705"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-03 00:00:00+00","2","3","1347875"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-04 00:00:00+00","2","4","1358390"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-05 00:00:00+00","2","5","1803110"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-06 00:00:00+00","2","6","1849465"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-07 00:00:00+00","2","7","1604765"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-08 00:00:00+00","2","8","1889505"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-09 00:00:00+00","2","9","1370135"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-10 00:00:00+00","2","10","1473185"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-11 00:00:00+00","2","11","1564475"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-12 00:00:00+00","2","12","1815755"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-13 00:00:00+00","2","13","1349925"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-14 00:00:00+00","2","14","1332395"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-15 00:00:00+00","2","15","1610500"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-16 00:00:00+00","2","16","1516550"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-17 00:00:00+00","2","17","1558210"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-18 00:00:00+00","2","18","1689135"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-19 00:00:00+00","2","19","2293835"
"48","Fuentes-Colon ","Thailand","14.8971921","100.83273","2023-02-20 00:00:00+00","2","20","492850"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-01 00:00:00+00","2","1","2898775"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-02 00:00:00+00","2","2","3738950"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-03 00:00:00+00","2","3","3418690"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-04 00:00:00+00","2","4","4213620"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-05 00:00:00+00","2","5","3362920"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-06 00:00:00+00","2","6","5093735"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-07 00:00:00+00","2","7","4580800"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-08 00:00:00+00","2","8","3993120"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-09 00:00:00+00","2","9","5254730"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-10 00:00:00+00","2","10","3523580"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-11 00:00:00+00","2","11","3952565"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-12 00:00:00+00","2","12","3880050"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-13 00:00:00+00","2","13","3575110"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-14 00:00:00+00","2","14","4168340"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-15 00:00:00+00","2","15","3691285"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-16 00:00:00+00","2","16","5489225"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-17 00:00:00+00","2","17","3690300"
"49","Cummings-Patterson ","Afghanistan","33.7680065","66.2385139","2023-02-18 00:00:00+00","2","18","3725780"
